scenario,measure,country,country_name,scenario_short,scenario_label,transition,damage_curve,mitigation_cost,measure_label,oecd_measure_label,category,unit_hint,frequency,year,value,series_code,series_name,source_dataset,source_url,downloaded_at,base_value,annualised_growth_from_base_pct,change_from_base_pct
ET2,NLGQ,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,General government net lending,General government net lending as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2030,-1.57036,AUS.NLGQ.ET2.A,"Australia – General government net lending as a percentage of GDP – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.NLGQ..A?observations=1,2026-05-05 18:05:26 AEST,-3.99678119491469,,
ET2,NLGQ,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,General government net lending,General government net lending as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2050,-1.613045,AUS.NLGQ.ET2.A,"Australia – General government net lending as a percentage of GDP – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.NLGQ..A?observations=1,2026-05-05 18:05:26 AEST,-3.99678119491469,,
ET2,NLGQ,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,General government net lending,General government net lending as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2071,-1.56531,AUS.NLGQ.ET2.A,"Australia – General government net lending as a percentage of GDP – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.NLGQ..A?observations=1,2026-05-05 18:05:26 AEST,-3.99678119491469,,
ET2,NLGQ,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,General government net lending,General government net lending as a percentage of GDP,Macro and fiscal,Percent of GDP,A,2100,-1.372184,AUS.NLGQ.ET2.A,"Australia – General government net lending as a percentage of GDP – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.NLGQ..A?observations=1,2026-05-05 18:05:26 AEST,-3.99678119491469,,
ET2,POPS,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Trend total population,Trend total population,Output and population,Persons,A,2025,27599068.3527835,AUS.POPS.ET2.A,"Australia – Trend total population – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,,0
ET2,POPS,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Trend total population,Trend total population,Output and population,Persons,A,2030,29671669.0897243,AUS.POPS.ET2.A,"Australia – Trend total population – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.45875083783815,7.50967645156677
ET2,POPS,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Trend total population,Trend total population,Output and population,Persons,A,2050,37787216.828708,AUS.POPS.ET2.A,"Australia – Trend total population – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.26468575546463,36.9148275068386
ET2,POPS,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Trend total population,Trend total population,Output and population,Persons,A,2071,47474222.9397523,AUS.POPS.ET2.A,"Australia – Trend total population – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.18612029865806,72.0138605148398
ET2,POPS,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Trend total population,Trend total population,Output and population,Persons,A,2100,62713608.2124454,AUS.POPS.ET2.A,"Australia – Trend total population – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS..A?observations=1,2026-05-05 18:05:26 AEST,27599068.3527835,1.10040566965441,127.230888415552
ET2,POPS_1574,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2025,20427306.6073554,AUS.POPS_1574.ET2.A,"Australia – Trend working-age population (15 to 74) – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,,0
ET2,POPS_1574,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2030,21810834.1604108,AUS.POPS_1574.ET2.A,"Australia – Trend working-age population (15 to 74) – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,1.31931235336906,6.77293183897882
ET2,POPS_1574,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2050,26964745.0990032,AUS.POPS_1574.ET2.A,"Australia – Trend working-age population (15 to 74) – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,1.11682124362167,32.0034286326021
ET2,POPS_1574,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2071,33421265.8849402,AUS.POPS_1574.ET2.A,"Australia – Trend working-age population (15 to 74) – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,1.0760082869762,63.6107320820552
ET2,POPS_1574,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,"Trend working-age population, 15-74",Trend working-age population (15 to 74),Output and population,Persons,A,2100,43054351.2578748,AUS.POPS_1574.ET2.A,"Australia – Trend working-age population (15 to 74) – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.POPS_1574..A?observations=1,2026-05-05 18:05:26 AEST,20427306.6073554,0.999078778260309,110.768615194584
ET2,RATE_GGINTP,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2025,3.79090497322675,AUS.RATE_GGINTP.ET2.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,,0
ET2,RATE_GGINTP,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2030,3.981237,AUS.RATE_GGINTP.ET2.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,0.984571427819425,5.02075436122691
ET2,RATE_GGINTP,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2050,5.195619,AUS.RATE_GGINTP.ET2.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,1.26882615291792,37.0548467105885
ET2,RATE_GGINTP,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2071,5.161792,AUS.RATE_GGINTP.ET2.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,0.673297910359483,36.1625267965073
ET2,RATE_GGINTP,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Implicit interest rate on gross government liabilities,"Implicit interest rate paid on gross government financial liabilities, %",Macro and fiscal,Percent,A,2100,4.748154,AUS.RATE_GGINTP.ET2.A,"Australia – Implicit interest rate paid on gross government financial liabilities, % – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.RATE_GGINTP..A?observations=1,2026-05-05 18:05:26 AEST,3.79090497322675,0.300652577512506,25.2512007959529
ET2,SHARE_COAL,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.273383185961789,AUS.SHARE_COAL.ET2.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,,0
ET2,SHARE_COAL,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.222240533968899,AUS.SHARE_COAL.ET2.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,-4.05766270778336,-18.707314355477
ET2,SHARE_COAL,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0,AUS.SHARE_COAL.ET2.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,,
ET2,SHARE_COAL,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0,AUS.SHARE_COAL.ET2.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,,
ET2,SHARE_COAL,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Coal share of primary energy,"Share of coal in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0,AUS.SHARE_COAL.ET2.A,"Australia – Share of coal in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_COAL..A?observations=1,2026-05-05 18:05:26 AEST,0.273383185961789,,
ET2,SHARE_GAS,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.274787253049614,AUS.SHARE_GAS.ET2.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,,0
ET2,SHARE_GAS,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.247970136603982,AUS.SHARE_GAS.ET2.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,-2.03283066191231,-9.75922869347583
ET2,SHARE_GAS,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.1,AUS.SHARE_GAS.ET2.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,-3.96265689496587,-63.6082100278703
ET2,SHARE_GAS,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0.1,AUS.SHARE_GAS.ET2.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,-2.1734819228317,-63.6082100278703
ET2,SHARE_GAS,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Gas share of primary energy,"Share of gas in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0.1,AUS.SHARE_GAS.ET2.A,"Australia – Share of gas in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_GAS..A?observations=1,2026-05-05 18:05:26 AEST,0.274787253049614,-1.33872757155746,-63.6082100278703
ET2,SHARE_HYDRO,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Hydro share of primary energy,"Share of hydro in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.0103394635910485,AUS.SHARE_HYDRO.ET2.A,"Australia – Share of hydro in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_HYDRO..A?observations=1,2026-05-05 18:05:26 AEST,0.0103394635910485,,0
ET2,SHARE_HYDRO,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Hydro share of primary energy,"Share of hydro in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.0168949287835996,AUS.SHARE_HYDRO.ET2.A,"Australia – Share of hydro in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_HYDRO..A?observations=1,2026-05-05 18:05:26 AEST,0.0103394635910485,10.3193441887633,63.4023722297022
ET2,SHARE_HYDRO,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Hydro share of primary energy,"Share of hydro in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.0257259975504739,AUS.SHARE_HYDRO.ET2.A,"Australia – Share of hydro in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_HYDRO..A?observations=1,2026-05-05 18:05:26 AEST,0.0103394635910485,3.71342311888094,148.81365772927
ET2,SHARE_HYDRO,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Hydro share of primary energy,"Share of hydro in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0.0257259975504739,AUS.SHARE_HYDRO.ET2.A,"Australia – Share of hydro in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_HYDRO..A?observations=1,2026-05-05 18:05:26 AEST,0.0103394635910485,2.00135974036617,148.81365772927
ET2,SHARE_HYDRO,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Hydro share of primary energy,"Share of hydro in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0.0257259975504739,AUS.SHARE_HYDRO.ET2.A,"Australia – Share of hydro in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_HYDRO..A?observations=1,2026-05-05 18:05:26 AEST,0.0103394635910485,1.22279449731393,148.81365772927
ET2,SHARE_NUCLEAR,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Nuclear share of primary energy,"Share of nuclear in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0,AUS.SHARE_NUCLEAR.ET2.A,"Australia – Share of nuclear in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_NUCLEAR..A?observations=1,2026-05-05 18:05:26 AEST,0,,
ET2,SHARE_NUCLEAR,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Nuclear share of primary energy,"Share of nuclear in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0,AUS.SHARE_NUCLEAR.ET2.A,"Australia – Share of nuclear in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_NUCLEAR..A?observations=1,2026-05-05 18:05:26 AEST,0,,
ET2,SHARE_NUCLEAR,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Nuclear share of primary energy,"Share of nuclear in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0,AUS.SHARE_NUCLEAR.ET2.A,"Australia – Share of nuclear in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_NUCLEAR..A?observations=1,2026-05-05 18:05:26 AEST,0,,
ET2,SHARE_NUCLEAR,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Nuclear share of primary energy,"Share of nuclear in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0,AUS.SHARE_NUCLEAR.ET2.A,"Australia – Share of nuclear in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_NUCLEAR..A?observations=1,2026-05-05 18:05:26 AEST,0,,
ET2,SHARE_NUCLEAR,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Nuclear share of primary energy,"Share of nuclear in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0,AUS.SHARE_NUCLEAR.ET2.A,"Australia – Share of nuclear in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_NUCLEAR..A?observations=1,2026-05-05 18:05:26 AEST,0,,
ET2,SHARE_OIL,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Oil share of primary energy,"Share of oil in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.350515597709601,AUS.SHARE_OIL.ET2.A,"Australia – Share of oil in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_OIL..A?observations=1,2026-05-05 18:05:26 AEST,0.350515597709601,,0
ET2,SHARE_OIL,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Oil share of primary energy,"Share of oil in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.301730881219712,AUS.SHARE_OIL.ET2.A,"Australia – Share of oil in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_OIL..A?observations=1,2026-05-05 18:05:26 AEST,0.350515597709601,-2.95291779601855,-13.9179873331362
ET2,SHARE_OIL,AUS,Australia,ET fast costs,"Accelerated transition, median damage, fast cost reduction",Accelerated energy transition,Median,Fast reduction,Oil share of primary energy,"Share of oil in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.05,AUS.SHARE_OIL.ET2.A,"Australia – Share of oil in total primary energy supply, fraction between 0 and 1 – Accelerated energy transition, median climate damage curve, fast reduction in carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_OIL..A?observations=1,2026-05-05 18:05:26 AEST,0.350515597709601,-7.49387135609229,-85.7352995624964
